	WT1	WT2	WT3	PknF_KO1	PknF_KO2	PknF_KO3	PknF_IND1	PknF_IND2	PknF_IND3	PknG_KO1	PknG_KO2	PknG_KO3	PknG_IND1	PknG_IND2	PknG_IND3	PknI_KO1	PknI_KO2	PknI_KO3	PknI_IND1	PknI_IND2	PknI_IND3	PknJ_KO1	PknJ_KO2	PknJ_KO3	PknL_KO1	PknL_KO2	PknL_KO3	WT4	WT5	WT6	PknD_IND1	PknD_IND2	PknD_IND3	PknD_KO1	PknD_KO2	PknD_KO3	PknH_KO1	PknH_KO2	PknH_KO3	PknH_IND1	PknH_IND2	PknH_IND3	PknK_IND1	PknK_IND2	PknK_IND3	PknK_KO1	PknK_KO2	PknK_KO3	WT7	WT8	WT9	PknB_KD1	PknB_KD2	PknB_KD3	PknB_IND1	PknB_IND2	PknB_IND3	PknE_KO1	PknE_KO2	PknE_KO3	PknE_IND1	PknE_IND2	PknE_IND3	PknJ_IND1	PknJ_IND2	PknJ_IND3	WT10	WT11	PknL_IND1	PknL_IND2	PknL_IND3
Rv1927	98.60193	86.3383	92.92519	73.60259	87.15125	72.39915	121.83255	137.13441	125.61644	74.97946	64.59188	61.565426	112.12978	120.85289	119.61688	79.62629	75.91304	84.52307	82.19573	135.62747	73.08719	81.72524	72.28493	89.9931	68.65461	70.636086	67.9945	97.214714	82.45731	115.25537	43.997574	37.31084	55.58017	33.678894	68.25215	65.88179	68.57556	80.39453	62.733265	110.35976	115.35473	112.38589	97.10565	104.80797	111.68266	42.89469	45.139687	40.926174	92.76253	94.69607	101.33986	85.13433	71.3088	77.800354	77.392365	65.51075	87.5141	59.206703	52.570675	32.49469	51.65764	57.00527	48.030174	65.740685	88.75516	73.77362	46.822487	52.940765	59.06901	70.24627	65.7575
Rv1928c	43.010155	39.401237	52.274925	46.181458	52.63436	44.24981	54.07798	58.320526	56.412178	40.21554	48.91711	27.57828	57.64184	58.351093	53.89478	42.63672	45.828217	41.932365	24.603554	40.359943	36.305325	53.127552	41.85019	45.342766	42.586983	56.37966	47.602577	45.60493	41.644337	63.576572	35.02356	18.466572	22.400171	26.81361	54.594345	64.82579	40.912918	44.435932	62.07259	124.62342	168.60652	148.0836	71.87877	87.95913	74.63228	20.847023	11.937142	37.357254	36.620365	40.28966	64.77161	69.05449	66.07625	73.72995	46.943806	34.335136	28.905548	23.724335	30.212463	44.496326	49.963898	42.80817	35.46813	43.918247	62.887936	57.46742	39.354847	38.64646	51.24921	58.282562	50.32902
Rv1929c	195.44498	171.77794	256.0047	329.0554	229.57555	171.39629	141.98453	173.43323	140.98763	135.78064	160.43651	156.5261	345.3617	327.48532	378.3861	204.17296	189.07466	189.07466	141.2221	175.011	183.44298	227.5126	243.03537	293.1143	248.5025	275.4871	250.63434	210.45987	200.35681	233.48308	76.93863	76.04622	99.89697	175.49902	276.24716	273.4163	144.64073	136.53062	158.37494	360.00342	446.3753	495.9761	230.4501	266.46606	186.83192	102.60393	139.0819	120.708984	233.05309	227.2542	322.8508	527.08777	558.97516	594.48267	183.72896	249.48705	249.48705	138.86006	152.25392	157.77148	176.32695	161.05852	93.08894	268.26025	353.7533	313.36658	54.786858	71.66885	132.28865	121.159485	128.9343
Rv1930c	11.5781765	7.5218067	1.9090439	5.662188	6.873449	12.861566	5.7194424	7.1939926	9.860324	5.5568237	4.480258	12.648469	11.192944	17.625051	7.7067256	2.7369661	6.9072757	3.5437026	18.989418	26.539513	10.896265	10.143306	8.59105	8.516581	6.9958415	6.264715	4.606872	18.244347	1.4719864	22.517231	1.0350666	13.136897	6.416619	19.169125	10.039886	10.690207	7.908657	5.3396482	17.437845	2.3715837	4.7914114	7.5677977	10.699854	15.530026	21.367678	8.255676	9.276976	3.3006532	14.151253	6.584591	17.091616	25.175674	26.870201	21.302738	8.063793	12.574341	13.693908	5.666999	6.062158	6.618583	15.800493	5.3894773	11.43428	16.16394	14.492896	11.876417	12.304395	9.351763	9.286826	14.298641	13.560825
Rv1931c	22.72525	19.680868	28.506302	28.484644	20.437897	15.2198	9.994803	14.586803	8.7927065	12.251604	13.740185	17.628494	18.245989	31.696661	16.504862	7.427093	10.881398	30.181938	14.241417	34.665333	25.59187	23.17118	20.05273	20.377298	13.239588	15.043878	14.923222	21.024452	19.367289	22.80539	26.320503	9.682329	18.15271	17.199167	21.194641	26.305023	22.528057	23.980797	19.122213	12.555037	18.69736	14.104791	40.532898	33.86358	43.721134	10.587693	16.226175	15.8432865	23.606064	15.348613	19.749899	42.20439	43.26862	43.408928	31.16707	14.4629	23.922823	12.62787	16.810331	10.160155	14.118856	21.478275	17.2754	16.616325	25.955692	23.013954	13.749478	13.793408	16.887308	14.320099	16.822159
Rv1932	71.010445	62.687572	65.32454	71.19391	59.64133	46.21648	162.22493	122.406265	159.54622	52.528984	58.295216	74.34763	94.11965	40.686775	51.83132	55.27845	58.759563	61.87288	30.602444	107.508736	93.04466	44.93071	89.588234	67.09888	48.54974	70.68441	58.12155	61.82562	48.43144	75.88518	39.84037	26.858284	19.694965	69.2859	39.752735	44.227028	95.66581	78.79901	66.91443	61.845367	40.839195	50.752377	48.97013	55.925426	52.36175	72.42241	90.65504	105.3044	131.01619	55.56179	58.907955	68.1667	76.21865	74.39518	57.12808	35.39318	51.24437	29.28777	48.346325	54.037354	240.71574	263.39926	398.10638	332.64075	192.97472	226.80408	258.69058	233.05309	475.67487	456.81363	475.67487
Rv1933c	14.858148	16.60601	18.46889	17.814333	25.732481	24.44114	61.32516	58.746834	65.10375	21.986824	21.952517	33.209385	29.035238	26.76865	14.206594	19.151894	20.734123	47.285336	38.174927	5.5045652	15.854002	19.553106	21.20315	18.261084	17.000572	22.852903	21.143923	24.557518	25.93633	17.331234	10.139351	19.857285	9.357612	25.606304	15.399793	20.300022	11.408581	26.687912	33.59671	23.973549	7.656769	13.955281	215.1361	196.42097	308.1696	39.057426	38.882725	59.389492	24.675394	12.581167	21.5673	39.137997	40.708572	36.06774	18.887451	31.467722	17.965328	12.118876	21.292534	14.841769	65.41851	74.257614	111.27806	90.396324	69.38969	77.88726	44.22078	38.917053	169.51569	157.94315	175.20522
Rv1934c	3.3684018	2.9941356	1.3388743	13.223661	13.683719	11.120934	16.762083	11.9472885	16.80129	3.6589158	5.6660547	2.4276187	1.507314	15.051323	4.488622	4.2694483	4.079768	14.539441	2.39393	2.9824796	4.5968475	7.69952	16.455496	8.447537	5.422753	9.3406515	9.741388	8.976437	5.9876547	1.6755264	4.026265	3.4592848	8.33905	7.9543614	12.511613	15.983596	13.916361	14.705289	10.259601	3.4447508	3.1756008	2.8485243	1052.2831	982.229	1292.6445	15.604723	10.045731	5.5480657	9.122593	5.8731728	1.1131898	25.882412	25.882412	22.811695	12.287752	6.77689	8.227756	8.526682	2.9201381	5.475081	7.000705	6.565267	9.362644	8.144021	6.5255437	5.9661145	10.75734	5.510734	23.383871	24.394075	30.671679
Rv1935c	11.001818	11.895675	9.090843	20.76288	32.218204	15.903794	12.064285	12.794616	10.278685	9.39508	13.551669	5.7286525	6.630509	5.5374365	6.4520235	11.433308	15.276461	15.924064	12.317524	4.750363	3.2994585	39.58571	44.809982	50.98604	9.440919	14.138726	11.014914	9.351763	14.174394	18.58479	14.663374	8.46437	7.057334	11.9311905	30.520409	34.643215	40.726887	39.242165	37.61139	8.665838	11.262185	8.940039	3874.2603	3628.2703	4362.3184	15.276532	15.966693	16.17721	17.906048	18.096094	9.532719	40.598568	42.74514	37.81052	15.374682	16.924707	15.5482235	1.7349584	5.882593	2.0737865	12.402431	14.6626215	9.783616	9.501827	9.965715	8.859647	8.871848	7.6019926	29.570765	27.589857	32.362827
Rv1936	54.343224	60.091305	46.09285	120.48822	113.46378	95.74427	27.227833	25.513134	21.648125	43.19698	33.777897	29.48658	65.88646	59.729042	70.9601	65.78764	72.25887	37.053112	50.270126	22.579578	37.442318	136.55357	168.15048	143.79619	63.23666	80.858536	70.6505	69.46553	62.023117	60.62401	44.968372	33.559624	23.6789	120.98157	186.59546	220.85925	119.48451	123.550606	101.92209	38.298904	63.581802	65.12489	7996.4067	7996.4067	7609.346	87.474174	64.22393	57.755726	54.253616	65.857666	76.37472	62.29785	58.205826	64.11305	120.00816	103.286316	105.15596	31.665257	45.934387	34.371124	26.0651	33.053024	19.660408	41.016853	45.152977	48.115547	15.850429	15.264973	38.14813	37.814568	46.074387
Rv1937	74.27349	67.771996	76.540855	110.78841	109.286674	67.74322	25.961468	26.90978	23.523428	45.46112	40.52883	46.89864	65.36735	71.72534	81.23957	65.185196	61.159	68.18029	30.094572	56.609352	45.31934	118.24292	110.951	107.57364	70.636086	72.26052	63.91964	82.69392	69.46553	97.68955	49.92857	44.78099	52.866467	98.85198	163.31198	156.45724	98.84918	90.72261	70.772484	44.875988	47.8329	62.728737	1847.5986	1803.7529	2172.6348	62.47125	51.729973	49.059437	79.606544	74.07113	73.91129	122.95018	116.38482	118.614235	97.9768	104.56058	107.70049	40.941353	38.54961	36.29025	35.45716	32.30537	26.778196	25.832613	35.51065	32.284824	40.990818	37.18726	34.45678	31.701982	41.77996
Rv1938	18.266071	17.50956	20.221762	42.966347	34.332916	28.587677	13.1452	12.128429	12.952137	19.803091	26.60094	11.693977	25.958776	17.680704	37.976204	21.05068	19.99817	12.727015	18.688059	17.207254	33.685738	37.695152	45.60811	31.682013	30.512901	32.06956	27.643826	19.57914	16.07885	21.09483	9.456689	18.285908	9.507531	65.002884	67.53389	70.8135	40.4089	30.33942	27.897997	10.046818	11.7612915	22.495394	817.2941	793.18774	943.11475	40.232994	34.074608	29.423527	15.966624	8.316845	25.237091	45.730865	48.20464	44.531307	37.142254	42.038387	51.85962	14.572664	18.628263	5.0076733	19.34571	17.33843	15.9641285	16.125572	21.074564	21.961006	30.111168	27.108376	17.317343	17.921822	19.993538
Rv1939	25.208874	30.456038	15.316777	26.114384	41.02861	23.763357	29.632359	35.28418	30.210552	29.149843	38.8693	16.511314	19.060858	26.845951	30.736635	30.176262	22.170774	102.30505	2.39393	4.9314446	12.209139	41.11392	39.69758	44.809982	36.78836	31.000216	44.46385	28.82633	24.448515	15.88057	22.1663	24.096317	12.931879	75.24288	75.12696	65.50829	37.561707	52.012253	36.29157	20.08055	27.654465	27.037752	898.107	732.8126	985.9994	41.462753	53.63535	19.963593	40.01996	34.24332	5.510734	69.03518	70.76574	57.379356	27.686125	35.851936	58.057125	10.661092	35.353905	17.0963	13.936915	19.40948	12.644594	22.29924	24.351791	26.179815	34.6722	36.812946	19.587507	18.234516	30.794014
Rv1940	30.406176	37.761307	22.093433	54.547295	62.363007	46.59936	69.016556	86.55632	58.28866	60.152515	56.777477	55.38773	32.53719	49.317055	42.37578	58.59496	48.96512	55.700256	27.020052	38.03282	43.06968	62.758816	64.59062	53.225235	52.95046	46.969097	69.25777	24.008387	59.964676	15.966624	22.758394	15.012394	18.463232	46.73589	90.887314	94.292694	49.68504	84.79716	70.34868	31.290142	13.9952	25.464012	735.8715	645.5629	910.4472	58.233135	50.34185	43.13935	43.53207	23.213402	44.749058	65.82153	67.493164	60.28588	81.951836	80.84073	66.85899	25.114254	27.699085	15.669987	20.38133	20.957224	23.06837	23.264772	24.758455	26.798542	45.298897	35.56987	33.517994	31.275244	33.599136
Rv1941	135.6543	133.1265	100.37194	194.20517	186.13754	210.93182	304.03815	344.68378	296.7522	257.61777	251.97801	201.92107	164.40002	194.39679	194.79259	291.54788	245.46396	202.29797	91.6404	52.839977	31.022057	184.01506	210.3637	143.87337	207.58736	180.6822	220.68253	100.623634	115.14053	93.78546	75.19824	65.799995	56.78738	76.55196	121.77771	117.771095	194.12813	163.01524	177.33723	62.111637	60.516514	48.573612	559.5021	551.59094	606.93335	50.87797	52.322903	64.02343	131.55748	140.71017	90.28254	102.22914	110.62702	109.11997	115.09899	90.33793	82.58322	57.63218	47.76239	42.983936	81.992935	89.45215	106.00728	71.65146	62.711266	61.103806	47.501728	53.57144	183.43031	165.85083	169.59425
